ID, Actual class, Resub pred, Pred Prob
118, 1, 2, 0.571
119, 1, 1, 0
120, 1, 2, 0.891
121, 1, 1, 0.023
122, 1, 1, 0.042
123, 1, 1, 0.002
124, 1, 1, 0.436
125, 1, 1, 0.022
126, 1, 1, 0.017
127, 2, 2, 0.525
128, 2, 2, 0.988
129, 2, 1, 0.328
130, 2, 2, 0.971
131, 2, 2, 0.945
132, 2, 2, 0.994
133, 2, 2, 0.963
134, 2, 1, 0.413
135, 2, 2, 0.997
136, 2, 2, 0.855
137, 2, 2, 0.866
138, 2, 2, 0.733
139, 2, 2, 0.969
140, 2, 2, 0.801
141, 2, 1, 0.271
142, 2, 2, 0.987
143, 2, 2, 0.943
144, 2, 2, 0.676
145, 2, 2, 0.903
146, 2, 2, 0.911
147, 2, 2, 0.982
148, 2, 2, 0.984
149, 2, 2, 0.997
150, 2, 2, 0.964
151, 2, 2, 0.987
152, 2, 2, 0.997
153, 2, 2, 0.875
154, 2, 2, 0.998
155, 2, 2, 0.996
156, 2, 2, 0.991
157, 2, 1, 0.101
158, 2, 2, 0.98
159, 2, 2, 0.947
160, 2, 1, 0.474
161, 2, 2, 0.956
162, 2, 2, 0.979
163, 1, 1, 0.414
164, 1, 1, 0.126
165, 1, 1, 0.478
166, 1, 2, 0.965
167, 1, 1, 0.101
168, 1, 1, 0.001
169, 1, 2, 0.919
170, 1, 2, 0.944
171, 1, 2, 0.927
172, 1, 1, 0.041
173, 1, 2, 0.975
174, 1, 2, 0.544
175, 1, 1, 0.453
176, 1, 1, 0.016
177, 1, 2, 0.951
178, 1, 2, 0.968
179, 1, 2, 0.811
180, 1, 2, 0.911
181, 2, 2, 0.996
182, 2, 2, 0.99
183, 2, 2, 0.932
184, 2, 2, 0.996
185, 2, 2, 0.995
186, 2, 1, 0.053
187, 2, 2, 0.992
188, 2, 2, 0.973
189, 2, 2, 0.992
190, 2, 2, 0.848
191, 2, 2, 0.991
192, 2, 2, 0.869
193, 2, 2, 0.974
194, 2, 2, 0.985
195, 2, 2, 0.957
196, 2, 1, 0.14
197, 2, 2, 0.961
198, 2, 2, 0.873
199, 2, 1, 0.492
200, 2, 2, 0.554
201, 2, 2, 0.993
202, 2, 2, 0.996
203, 2, 1, 0.021
204, 2, 1, 0.133
205, 2, 2, 0.958
206, 2, 2, 0.796
207, 2, 2, 0.979
208, 2, 1, 0.002
209, 2, 2, 0.859
210, 2, 2, 0.99
211, 2, 1, 0.295
212, 1, 2, 0.634
213, 1, 2, 0.85
214, 1, 1, 0.192
215, 1, 1, 0.118
216, 1, 1, 0.046
217, 1, 2, 0.988
218, 1, 1, 0.006
219, 1, 2, 0.736
220, 1, 2, 0.873
221, 1, 2, 0.84
222, 1, 1, 0.162
223, 1, 1, 0.012
224, 1, 1, 0.028
225, 1, 2, 0.911
226, 1, 1, 0.24

Confusion Matrix (Test) 
 ---------------------------------- 
   1   2
1 51  36
2 25 114

Model Summary (Test)
------------------------------
Overall accuracy = .655
Sensitivity = .82
Specificity = .586
