ID, Actual class, Resub pred, Pred Prob
193, 1, 1, 0.008
194, 1, 1, 0.0
195, 1, 1, 0.0
196, 1, 1, 0.003
197, 1, 1, 0.107
198, 1, 1, 0.049
199, 2, 2, 0.746
200, 2, 2, 0.93
201, 2, 2, 0.999
202, 2, 1, 0.283
203, 2, 2, 1.0
204, 2, 2, 1.0
205, 2, 2, 0.955
206, 2, 2, 0.862
207, 2, 2, 0.891
208, 2, 2, 0.738
209, 2, 2, 0.996
210, 2, 2, 0.982
211, 2, 2, 0.997
212, 2, 2, 0.992
213, 2, 2, 0.999
214, 2, 2, 0.994
215, 1, 1, 0.0
216, 1, 1, 0.001
217, 1, 1, 0.271
218, 1, 1, 0.002
219, 1, 2, 0.677
220, 1, 1, 0.016
221, 1, 2, 0.929
222, 1, 1, 0.0
223, 1, 2, 0.627
224, 1, 2, 0.959
225, 1, 1, 0.0
226, 1, 1, 0.004
227, 1, 1, 0.026
228, 1, 1, 0.0
229, 2, 2, 0.962
230, 2, 2, 0.999
231, 2, 2, 0.999
232, 2, 2, 0.994
233, 2, 2, 0.984
234, 2, 1, 0.02
235, 2, 2, 0.96
236, 2, 1, 0.475
237, 2, 2, 1.0
238, 2, 1, 0.287
239, 2, 2, 0.999
240, 2, 2, 0.893
241, 2, 2, 0.996
242, 2, 2, 0.972
243, 2, 2, 0.99
244, 2, 1, 0.439
245, 1, 1, 0.014
246, 1, 1, 0.051
247, 1, 1, 0.0
248, 1, 2, 0.629
249, 1, 1, 0.0
250, 1, 1, 0.014
251, 1, 1, 0.082
252, 1, 1, 0.014
253, 1, 1, 0.0
254, 1, 1, 0.005
255, 1, 1, 0.328
256, 1, 1, 0.009
257, 1, 1, 0.389
258, 1, 1, 0.037
259, 2, 2, 0.999
260, 2, 2, 0.931
261, 2, 2, 0.971
262, 2, 2, 0.991
263, 2, 2, 0.689
264, 2, 2, 0.971
265, 2, 1, 0.117
266, 2, 2, 0.991
267, 2, 2, 0.77
268, 2, 2, 0.998
269, 2, 1, 0.035
270, 2, 1, 0.266
271, 2, 2, 0.969
272, 2, 2, 0.997
273, 2, 2, 0.894
274, 2, 2, 0.739
275, 1, 1, 0.0
276, 1, 1, 0.122
277, 1, 1, 0.002
278, 1, 1, 0.002
279, 1, 1, 0.001
280, 1, 1, 0.003
281, 1, 1, 0.348
282, 1, 2, 0.977
283, 1, 1, 0.17
284, 1, 1, 0.0
285, 1, 1, 0.001
286, 1, 1, 0.141
287, 1, 1, 0.0
288, 2, 2, 0.996
289, 2, 2, 0.998
290, 2, 2, 0.88
291, 2, 2, 1.0
292, 2, 2, 0.986
293, 2, 2, 0.71
294, 2, 2, 0.995
295, 2, 2, 0.999
296, 2, 2, 0.739
297, 2, 2, 0.975
298, 2, 2, 0.959
299, 2, 2, 0.999
300, 2, 2, 1.0
301, 2, 2, 0.867
302, 2, 2, 0.996
303, 2, 2, 0.844

Confusion Matrix (Resubstitution) 
 ----------------------------------
     1    2
1  114   25
2   20  144

Model Summary (Resubstitution)
------------------------------
Overall accuracy = .851
Sensitivity = .878
Specificity = .82


ID, Actual class, Test pred, Pred Prob
-----------------------------
1, 1, 1, 0.078
2, 1, 1, 0.001
3, 1, 1, 0.0
4, 1, 2, 0.52
5, 1, 2, 0.963
6, 1, 1, 0.0
7, 1, 1, 0.074
8, 1, 1, 0.036
9, 1, 1, 0.0
10, 1, 1, 0.007
11, 1, 1, 0.042
12, 1, 1, 0.0
13, 1, 1, 0.1
14, 1, 1, 0.0
15, 2, 2, 0.697
16, 2, 1, 0.179
17, 2, 2, 0.657
18, 2, 2, 0.991
19, 2, 2, 1.0
20, 2, 2, 0.997
21, 2, 2, 0.958
22, 2, 2, 0.998
23, 2, 2, 0.74
24, 2, 2, 0.931
25, 2, 2, 1.0
26, 2, 2, 0.97
27, 2, 2, 0.999
28, 2, 2, 0.99
29, 2, 2, 1.0
30, 2, 2, 0.705
31, 2, 2, 0.909
32, 1, 2, 0.954
33, 1, 1, 0.194
34, 1, 1, 0.0
35, 1, 1, 0.012
36, 1, 1, 0.002
37, 1, 1, 0.267
38, 1, 1, 0.024
39, 1, 1, 0.001
40, 1, 1, 0.0
41, 1, 1, 0.402
42, 1, 1, 0.009
43, 1, 1, 0.0
44, 1, 2, 0.97
45, 1, 1, 0.051
46, 2, 2, 0.985
47, 2, 2, 0.996
48, 2, 2, 0.998
49, 2, 2, 0.992
50, 2, 2, 0.993
51, 2, 2, 0.997
52, 2, 2, 0.993
53, 2, 2, 0.585
54, 2, 2, 0.987
55, 2, 2, 0.992
56, 2, 2, 0.55
57, 2, 2, 1.0
58, 2, 2, 0.999
59, 2, 2, 1.0
60, 2, 2, 0.848
61, 2, 2, 1.0
62, 2, 2, 0.975
63, 1, 2, 0.952
64, 1, 1, 0.002
65, 1, 1, 0.001
66, 1, 2, 0.88
67, 1, 1, 0.0
68, 1, 1, 0.001
69, 1, 1, 0.006
70, 1, 1, 0.016
71, 1, 1, 0.324
72, 1, 1, 0.191
73, 1, 1, 0.01
74, 1, 1, 0.316
75, 1, 2, 0.997
76, 1, 1, 0.061
77, 2, 2, 0.975
78, 2, 2, 0.98
79, 2, 2, 0.996
80, 2, 1, 0.001
81, 2, 2, 0.54
82, 2, 2, 0.913
83, 2, 2, 1.0
84, 2, 1, 0.398
85, 2, 2, 0.995
86, 2, 1, 0.394
87, 2, 2, 0.787
88, 2, 2, 0.999
89, 2, 2, 1.0
90, 2, 2, 0.837
91, 2, 2, 0.96
92, 2, 2, 1.0
93, 2, 2, 1.0
94, 1, 2, 0.93
95, 1, 1, 0.0
96, 1, 1, 0.001
97, 1, 1, 0.204
98, 1, 1, 0.445
99, 1, 1, 0.0
100, 1, 1, 0.0
101, 1, 1, 0.012
102, 1, 1, 0.002
103, 1, 2, 0.982
104, 1, 2, 0.896
105, 1, 2, 0.603
106, 1, 1, 0.002
107, 1, 1, 0.042
108, 2, 2, 0.967
109, 2, 2, 1.0
110, 2, 2, 0.999
111, 2, 1, 0.275
112, 2, 1, 0.014
113, 2, 2, 0.979
114, 2, 2, 0.995
115, 2, 2, 0.999
116, 2, 2, 0.946
117, 2, 2, 0.999
118, 2, 2, 0.994
119, 2, 2, 0.99
120, 2, 2, 0.994
121, 2, 2, 1.0
122, 2, 2, 0.999
123, 2, 2, 0.999
124, 2, 2, 1.0
125, 1, 2, 0.97
126, 1, 1, 0.0
127, 1, 1, 0.009
128, 1, 1, 0.0
129, 1, 2, 0.902
130, 1, 1, 0.001
131, 1, 2, 0.999
132, 1, 2, 0.912
133, 1, 1, 0.015
134, 1, 1, 0.0
135, 1, 2, 0.99
136, 1, 1, 0.236
137, 1, 1, 0.0
138, 1, 1, 0.001
139, 2, 2, 0.945
140, 2, 1, 0.03
141, 2, 2, 0.995
142, 2, 2, 1.0
143, 2, 2, 1.0
144, 2, 2, 0.947
145, 2, 2, 0.999
146, 2, 2, 0.794
147, 2, 2, 0.998
148, 2, 2, 0.767
149, 2, 2, 0.965
150, 2, 2, 0.982
151, 2, 2, 0.965
152, 2, 2, 0.999
153, 2, 2, 0.962
154, 2, 2, 0.825
155, 1, 1, 0.047
156, 1, 1, 0.0
157, 1, 1, 0.0
158, 1, 1, 0.398
159, 1, 1, 0.01
160, 1, 1, 0.001
161, 1, 1, 0.024
162, 1, 2, 0.96
163, 1, 1, 0.0
164, 1, 2, 0.624
165, 1, 1, 0.003
166, 1, 1, 0.058
167, 1, 1, 0.0
168, 1, 1, 0.0
169, 2, 2, 0.999
170, 2, 2, 1.0
171, 2, 1, 0.287
172, 2, 2, 0.987
173, 2, 2, 0.997
174, 2, 2, 0.987
175, 2, 2, 0.997
176, 2, 1, 0.276
177, 2, 2, 0.999
178, 2, 2, 0.984
179, 2, 1, 0.011
180, 2, 1, 0.0
181, 2, 2, 1.0
182, 2, 1, 0.048
183, 2, 2, 0.89
184, 2, 2, 0.999
185, 1, 1, 0.0
186, 1, 1, 0.497
187, 1, 1, 0.004
188, 1, 1, 0.0
189, 1, 2, 0.662
190, 1, 1, 0.001
191, 1, 1, 0.008
192, 1, 1, 0.01
193, 1, 1, 0.008
194, 1, 1, 0.0
195, 1, 1, 0.0
196, 1, 1, 0.003
197, 1, 1, 0.107
198, 1, 1, 0.049
199, 2, 2, 0.746
200, 2, 2, 0.93
201, 2, 2, 0.999
202, 2, 1, 0.283
203, 2, 2, 1.0
204, 2, 2, 1.0
205, 2, 2, 0.955
206, 2, 2, 0.862
207, 2, 2, 0.891
208, 2, 2, 0.738
209, 2, 2, 0.996
210, 2, 2, 0.982
211, 2, 2, 0.997
212, 2, 2, 0.992
213, 2, 2, 0.999
214, 2, 2, 0.994
215, 1, 1, 0.0
216, 1, 1, 0.001
217, 1, 1, 0.271
218, 1, 1, 0.002
219, 1, 2, 0.677
220, 1, 1, 0.016
221, 1, 2, 0.929
222, 1, 1, 0.0
223, 1, 2, 0.627
224, 1, 2, 0.959
225, 1, 1, 0.0
226, 1, 1, 0.004
227, 1, 1, 0.026
228, 1, 1, 0.0
229, 2, 2, 0.962
230, 2, 2, 0.999
231, 2, 2, 0.999
232, 2, 2, 0.994
233, 2, 2, 0.984
234, 2, 1, 0.02
235, 2, 2, 0.96
236, 2, 1, 0.475
237, 2, 2, 1.0
238, 2, 1, 0.287
239, 2, 2, 0.999
240, 2, 2, 0.893
241, 2, 2, 0.996
242, 2, 2, 0.972
243, 2, 2, 0.99
244, 2, 1, 0.439
245, 1, 1, 0.014
246, 1, 1, 0.051
247, 1, 1, 0.0
248, 1, 2, 0.629
249, 1, 1, 0.0
250, 1, 1, 0.014
251, 1, 1, 0.082
252, 1, 1, 0.014
253, 1, 1, 0.0
254, 1, 1, 0.005
255, 1, 1, 0.328
256, 1, 1, 0.009
257, 1, 1, 0.389
258, 1, 1, 0.037
259, 2, 2, 0.999
260, 2, 2, 0.931
261, 2, 2, 0.971
262, 2, 2, 0.991
263, 2, 2, 0.689
264, 2, 2, 0.971
265, 2, 1, 0.117
266, 2, 2, 0.991
267, 2, 2, 0.77
268, 2, 2, 0.998
269, 2, 1, 0.035
270, 2, 1, 0.266
271, 2, 2, 0.969
272, 2, 2, 0.997
273, 2, 2, 0.894
274, 2, 2, 0.739
275, 1, 1, 0.0
276, 1, 1, 0.122
277, 1, 1, 0.002
278, 1, 1, 0.002
279, 1, 1, 0.001
280, 1, 1, 0.003
281, 1, 1, 0.348
282, 1, 2, 0.977
283, 1, 1, 0.17
284, 1, 1, 0.0
285, 1, 1, 0.001
286, 1, 1, 0.141
287, 1, 1, 0.0
288, 2, 2, 0.996
289, 2, 2, 0.998
290, 2, 2, 0.88
291, 2, 2, 1.0
292, 2, 2, 0.986
293, 2, 2, 0.71
294, 2, 2, 0.995
295, 2, 2, 0.999
296, 2, 2, 0.739
297, 2, 2, 0.975
298, 2, 2, 0.959
299, 2, 2, 0.999
300, 2, 2, 1.0
301, 2, 2, 0.867
302, 2, 2, 0.996
303, 2, 2, 0.844

Confusion Matrix (Test) 
 ----------------------------------
     1    2
1  114   25
2   20  144

Model Summary (Test)
------------------------------
Overall accuracy = .851
Sensitivity = .878
Specificity = .82
